STORENAME,street_numb,STREET_ADD,address_combined,CITY,ST,ZIP,COUNTY,TYPE,SNAP
"ARNOLD'S MEATS AT THE BARN, LLC",359,SHAKER ROAD,359 SHAKER ROAD,EAST LONGMEADOW,MA,1028,HAMPDEN,SS,Yes
Stop N Save,360,Medford St,360 Medford St,Somerville,MA,2145,MIDDLESEX,CS,Yes
7 & SEVEN FOODMART,361,BOSTON STREET,361 BOSTON STREET,LYNN,MA,1905,ESSEX,CS,Yes
A & C MARKET,362,FERRY STREET,362 FERRY STREET,EVERETT,MA,2149,MIDDLESEX,SG,Yes
JAREK'S MARKET,362,FIFTH STREET,362 FIFTH STREET,FALL RIVER,MA,2721,BRISTOL,SG,Yes
UNION MART,362,EAST STATE STREET,362 EAST STATE STREET,GRANBY,MA,1033,HAMPSHIRE,CS,Yes
8TH STREET MARKET,362,K STREET,362 K STREET,SOUTH BOSTON,MA,2127,SUFFOLK,MG,Yes
Exxon Tiger Mart,363,Main St,363 Main St,Indian Orchard,MA,1151,HAMPDEN,CS,Yes
PRIDE CONVENIENCE INC 0000000000,363,BURNETT ROAD,363 BURNETT ROAD,CHICOPEE,MA,1022,HAMPDEN,CS,Yes
KWIKE MARKET,363,WASHINGTON STREET,363 WASHINGTON STREET,HAVERHILL,MA,1830,ESSEX,CS,Yes
Boston Shop,365,Ferry St,365 Ferry St,Everett,MA,2149,MIDDLESEX,CS,Yes
BROOKS #18 PHARMACY 18,365,ESSEX STREET,365 ESSEX STREET,LAWRENCE,MA,1843,ESSEX,CO,Yes
ADAMS MARKET,365,ADAMS STREET,365 ADAMS STREET,DORCHESTER,MA,2122,SUFFOLK,CS,Yes
EASTSIDE MARKET,366,CENTER ST,366 CENTER ST,BROCKTON,MA,2302,PLYMOUTH,CS,Yes
CVS PHARMACY 2206,366,S. WASHINGTON STREET,366 S. WASHINGTON STREET,SOUTH ATTLEBORO,MA,2703,BRISTOL,CO,Yes
SALVE REGINA MARKET,366,MYSTIC AV,366 MYSTIC AV,SOMERVILLE,MA,2145,MIDDLESEX,CS,Yes
LUIS MARKET II,367,BLUE HILL AVE,367 BLUE HILL AVE,DORCHESTER,MA,2121,SUFFOLK,SG,Yes
ASHLEY BLVD XTRA MART 1810,367,ASHLEY BLVD,367 ASHLEY BLVD,NEW BEDFORD,MA,2745,BRISTOL,CS,Yes
Riveras Variety Store,368,High St,368 High St,Holyoke,MA,1040,HAMPDEN,CS,Yes
SHAW'S SUPERMARKET 7471/331,368,SOUTHBRIDGE ST,368 SOUTHBRIDGE ST,AUBURN,MA,1501,WORCESTER,SS,Yes
FULL MOON MARKET,369,SUMMER ST,369 SUMMER ST,LYNN,MA,1905,ESSEX,MG,Yes
Lucky 7 Market,369,Boston St,369 Boston St,Lynn,MA,1905,ESSEX,CS,Yes
WALGREENS 3469,369,PLYMOUTH AVE.,369 PLYMOUTH AVE.,FALL RIVER,MA,2721,BRISTOL,CO,Yes
FAMILY MARKET,369,BROADWAY AVE.,369 BROADWAY AVE.,CHELSEA,MA,2150,SUFFOLK,SG,Yes
7-ELEVEN 33409B,370,BROADWAY,370 BROADWAY,LAWRENCE,MA,1841,ESSEX,CS,Yes
SHAW'S SUPERMARKET 7572/521,370,WESTERN AVE,370 WESTERN AVE,BRIGHTON MILLS,MA,2135,SUFFOLK,SS,Yes
Santo Domingo Market,371,Centre St,371 Centre St,Jamaica Plain,MA,2130,SUFFOLK,SG,Yes
GONZALEZ GROCERY,373,BROADWAY,373 BROADWAY,LAWRENCE,MA,1841,ESSEX,CS,Yes
PLENSA AFRICAN MARKET,373,BLUE HILL AVE,373 BLUE HILL AVE,ROXBURY,MA,2121,SUFFOLK,SG,Yes
Pams Market,374,Bridge St,374 Bridge St,Dedham,MA,2026,NORFOLK,SG,Yes
SHOP N GO FOOD STORE,374,SALEM STREET,374 SALEM STREET,MEDFORD,MA,2155,MIDDLESEX,SG,Yes
WALMART 3560,374,WM CANNING BLVD,374 WM CANNING BLVD,FALL RIVER,MA,2721,BRISTOL,SM,Yes
SALEM ST MARKET,375,SALEM ST,375 SALEM ST,MALDEN,MA,2148,MIDDLESEX,CS,Yes
PRIDE CONVENIENCE INC 2,375,KING STREET,375 KING STREET,NORTHAMPTON,MA,1060,HAMPSHIRE,CO,Yes
STOP & SHOP 54,375,CENTRE STREET,375 CENTRE STREET,ABINGTON,MA,2351,PLYMOUTH,SM,Yes
CUMBERLAND FARMS 2295,375,BARNSTABLE ROAD,375 BARNSTABLE ROAD,HYANNIS,MA,2601,BARNSTABLE,CS,Yes
TRADER JOE'S 512,375,RUSSELL ST,375 RUSSELL ST,HADLEY,MA,1035,HAMPSHIRE,SM,Yes
REIS MEAT MARKET,375,ALDEN ST,375 ALDEN ST,FALL RIVER,MA,2723,BRISTOL,CS,Yes
STORE 24 46,376,BOSTON ROAD,376 BOSTON ROAD,SPRINGFIELD,MA,1109,HAMPDEN,CS,Yes
CUMBERLAND FARMS 0162,376,RIVER STREET,376 RIVER STREET,FITCHBURG,MA,1420,WORCESTER,CS,Yes
ROCHE BROS SUPERMARKET 102,377,CHESTNUT ST,377 CHESTNUT ST,NEEDHAM,MA,2492,NORFOLK,SS,Yes
CUMBERLAND FARMS 3336,377,NANTASKET AVE,377 NANTASKET AVE,HULL,MA,2045,PLYMOUTH,CS,Yes
BROOKS PHARMACY 1202,377,CABOT ST,377 CABOT ST,BEVERLY,MA,1915,ESSEX,CO,Yes
JC'S VARIETY,377,CEDAR STREET,377 CEDAR STREET,NEW BEDFORD,MA,2740,BRISTOL,SG,Yes
"SANDY'S VARIETY, INC.",378,WASHINGTON STREET,378 WASHINGTON STREET,DORCHESTER,MA,2124,SUFFOLK,CS,Yes
CROCETTI-OAKDALE PACKING CO INC,378,PLEASANT STREET,378 PLEASANT STREET,E BRIDGEWATER,MA,2333,PLYMOUTH,CO,Yes
WELL FOODS PLUS,380,SOMERVILLE AVE,380 SOMERVILLE AVE,SOMERVILLE,MA,2143,MIDDLESEX,MG,Yes
COUNTRY FOOD STORE,380,N MAIN ST,380 N MAIN ST,BROCKTON,MA,2301,PLYMOUTH,CS,Yes
PRICE CHOPPER 149,380,MAPLE AVE / RT 9,380 MAPLE AVE / RT 9,SHREWSBURY,MA,1545,WORCESTER,SM,Yes
GONZALEZ SUPERMKT  INC,380,PLAINFIELD STREET,380 PLAINFIELD STREET,SPRINGFIELD,MA,1107,HAMPDEN,MG,Yes
Sangar Corner Market,381,West St,381 West St,Pittsfield,MA,1201,BERKSHIRE,CS,Yes
ROCHE BROS SUPERMARKET 112,381,MASS AVENUE,381 MASS AVENUE,ACTON,MA,1720,MIDDLESEX,SS,Yes
BROOKS PHARMACY 704,381,COOLEY ST,381 COOLEY ST,SPRINGFIELD,MA,1128,HAMPSHIRE,CO,Yes
TARGET 2173,385,CENTRE AVE,385 CENTRE AVE,ABINGTON,MA,2351,PLYMOUTH,SS,Yes
GENEVA GROCERY,385,GENEVA AVE,385 GENEVA AVE,DORCHESTER,MA,2122,SUFFOLK,MG,Yes
LI'L PEACH 463,386,LINCOLN STREET,386 LINCOLN STREET,SAUGUS,MA,1906,ESSEX,CS,Yes
Trapelo Variety,386,Trapelo Rd,386 Trapelo Rd,Belmont,MA,2478,MIDDLESEX,CS,Yes
Perk City,387,South Main St,387 South Main St,Bradford,MA,1835,ESSEX,CS,Yes
MASHPEE COUNTRY STORE,387,MAIN STREET RT 130,387 MAIN STREET RT 130,MASHPEE,MA,2649,BARNSTABLE,CS,Yes
COLUMBIA RD MARKET,387,COLUMBIA RD,387 COLUMBIA RD,DORCHESTER,MA,2125,SUFFOLK,SG,Yes
Gulf Express Mart,389,Southbridge St,389 Southbridge St,Worcester,MA,1610,WORCESTER,CS,Yes
CUMBERLAND FARMS 2326,389,WEST MAIN STREET,389 WEST MAIN STREET,HYANNIS,MA,2601,BARNSTABLE,CS,Yes
STORE 24 #73,389,BROADWAY,389 BROADWAY,LAWRENCE,MA,1843,ESSEX,CS,Yes
Lucky Seven of Beverly LLC,389,Cabot St,389 Cabot St,Beverly,MA,1915,ESSEX,CS,Yes
CVS Pharmacy 1245,390,Pleasant Street,390 Pleasant Street,Brockton,MA,2301,PLYMOUTH,CO,Yes
STORE 24 04,390,SO UNION STREET,390 SO UNION STREET,LAWRENCE,MA,1843,ESSEX,CS,Yes
SHAW'S SUPERMARKET 7431/165,390,WEST ST,390 WEST ST,MANSFIELD,MA,2048,BRISTOL,SS,Yes
LYNN GROCERY,391,CHATHAM ST,391 CHATHAM ST,LYNN,MA,1902,ESSEX,MG,Yes
BROOKS PHARMACY 570,393,HIGHLAND AV,393 HIGHLAND AV,SOMERVILLE,MA,2143,MIDDLESEX,CO,Yes
CVS PHARMACY #706 0706,393,MASSACHUSETTS AVE,393 MASSACHUSETTS AVE,ACTON,MA,1720,MIDDLESEX,CO,Yes
WALTHAM INDIA GROCERY,393,MOODY ST,393 MOODY ST,WALTHAM,MA,2453,MIDDLESEX,CS,Yes
U & I BARGAIN UNLIMITED,394,Warren St,394 Warren St,ROXBURY,MA,2119,SUFFOLK,CS,Yes
NEW APNA BAZAAR,395,MOODY ST,395 MOODY ST,WALTHAM,MA,2453,MIDDLESEX,MG,Yes
PriceRite of Lynn,395,Lynnway,395 Lynnway,Lynn,MA,1901,ESSEX,SS,Yes
COSTA'S SUNOCO MINI MART,397,SAWYER ST,397 SAWYER ST,NEW BEDFORD,MA,2746,BRISTOL,CS,Yes
FRUIT FAIR,398,FRONT ST,398 FRONT ST,CHICOPEE,MA,1013,HAMPDEN,SM,Yes
Family Deli Market,399,Hillside Ave,399 Hillside Ave,Holyoke,MA,1040,HAMPDEN,SG,Yes
CVS PHARMACY 765,399,MAIN STREET,399 MAIN STREET,SOUTHBRIDGE,MA,1550,WORCESTER,CO,Yes
MARKET BASKET 27,399,JOHN FITCH HIGHWAY,399 JOHN FITCH HIGHWAY,FITCHBURG,MA,1420,WORCESTER,SS,Yes
BROOKS PHARMACY 734,399,UNION ST,399 UNION ST,ASHLAND,MA,1721,MIDDLESEX,CO,Yes
WHOLE FOODS MARKET #10233,400,CAMBRIDGE RD,400 CAMBRIDGE RD,WOBURN,MA,1801,MIDDLESEX,SS,Yes
SHAW'S SUPERMARKET 7593/573,400,LYNN FELLS PKY,400 LYNN FELLS PKY,SAUGUS,MA,1906,ESSEX,SS,Yes
SUPER STOP & SHOP 035,400,LINCOLN STREET,400 LINCOLN STREET,HINGHAM,MA,2043,PLYMOUTH,SM,Yes
DEMOULAS SUPERMKT 09,400,LOWELL AVE,400 LOWELL AVE,HAVERHILL,MA,1832,ESSEX,SS,Yes
MARKET BASKET 28,400,SOMERVILLE AVE,400 SOMERVILLE AVE,SOMERVILLE,MA,2143,MIDDLESEX,SS,Yes
CVS PHARMACY 1071,400,WASHINGTON ST,400 WASHINGTON ST,BROOKLINE,MA,2446,NORFOLK,CO,Yes
CVS PHARMACY 3307,400,TREMONT ST,400 TREMONT ST,BOSTON,MA,2116,SUFFOLK,CO,Yes
SUPER STOP & SHOP 482,400,CHIEF JUSTICE CUSHING HWY,400 CHIEF JUSTICE CUSHING HWY,COHASSET,MA,2025,NORFOLK,SM,Yes
Lil Peach,403,Parker St,403 Parker St,Gardner,MA,1440,WORCESTER,CS,Yes
JV Discount Store,405,Main St,405 Main St,Fitchburg,MA,1420,WORCESTER,CS,Yes
BROOKS PHARMACY 539,405,BROADWAY,405 BROADWAY,EVERETT,MA,2149,MIDDLESEX,CO,Yes
STORE 24 29,405,W BROADWAY,405 W BROADWAY,SO BOSTON,MA,2127,SUFFOLK,MG,Yes
NICOLE'S MINI FOOD STORE #1,406,ESSEX STREET,406 ESSEX STREET,SALEM,MA,1970,ESSEX,CS,Yes
BRAULIO'S MARKET,407,MERIDIAN ST,407 MERIDIAN ST,E. BOSTON,MA,2128,SUFFOLK,SG,Yes
Prathnas Convenience,408,Suffolk St,408 Suffolk St,Lowell,MA,1854,MIDDLESEX,CS,Yes
7-Eleven 33686H,409,Park Ave,409 Park Ave,Worcester,MA,1610,WORCESTER,CS,Yes
WANIEWSKI FARMS INC,409,SOUTH WESTFIELD ST,409 SOUTH WESTFIELD ST,FEEDING HILLS,MA,1030,HAMPDEN,MG,Yes
CVS PHARMACY 950,410,LONGMEADOW ST,410 LONGMEADOW ST,LONGMEADOW,MA,1106,HAMPDEN,CO,Yes
7-Eleven 16423G,411,Pleasant St,411 Pleasant St,Brockton,MA,2301,PLYMOUTH,CS,Yes
Mi Provencia Market,411,Essex St,411 Essex St,Lynn,MA,1902,ESSEX,MG,Yes
FRANKLIN SUPERMARKET,412,FRANKLIN STREET,412 FRANKLIN STREET,SPRINGFIELD,MA,1104,HAMPDEN,SG,Yes
PALACE SPA,415,Washington St,415 Washington St,BRIGHTON,MA,2135,SUFFOLK,CS,Yes
Nunus Variety,415,Ferry St,415 Ferry St,Everett,MA,2149,MIDDLESEX,CS,Yes
STOP & SHOP 454,415,COOLEY ST,415 COOLEY ST,SPRINGFIELD,MA,1128,HAMPDEN,SM,Yes
Jimmys Convenience,415,S Main St,415 S Main St,Webster,MA,1570,WORCESTER,CS,Yes
FARMLAND,415,MAIN STREET,415 MAIN STREET,WAKEFIELD,MA,1880,MIDDLESEX,SM,Yes
HI-LO-FOODS,415,CENTRE T,415 CENTRE T,JAMAICA PLAINS,MA,2130,SUFFOLK,SS,Yes
BROADWAY MART,416,BROADWAY,415.5 BROADWAY,TAUNTON,MA,2780,BRISTOL,CS,Yes
SOBRINO MARKET,416,GENEVA AVE,416 GENEVA AVE,DORCHESTER,MA,2122,SUFFOLK,CS,Yes
Angels Food & Market,416,Crescent Ave,416 Crescent Ave,Chelsea,MA,2150,SUFFOLK,MG,Yes
WALGREENS 03016,416,WARREN STREET,416 WARREN STREET,ROXBURY,MA,2119,SUFFOLK,CO,Yes
Atlas Mini Mart,417,St James Ave,417 St James Ave,Springfield,MA,1109,HAMPDEN,MG,Yes
ORIENTAL FOOD MARKET,418,QUEQUECHAN STREET,418 QUEQUECHAN STREET,FALL RIVER,MA,2723,BRISTOL,SG,Yes
WALGREENS 4403,418,QUINCY AVE,418 QUINCY AVE,QUINCY,MA,2169,NORFOLK,CO,Yes
LA CASCIAS BAKERY INC,418,MAIN ST,418 MAIN ST,MEDFORD,MA,2155,MIDDLESEX,LG,Yes
TRADER JOE'S 506,419,PARADISE ROAD,419 PARADISE ROAD,SWAMPSCOTT,MA,1907,ESSEX,SM,Yes
SAINT PETER MARKET,419,ADAMS STREET,419 ADAMS STREET,DORCHESTER,MA,2122,SUFFOLK,SG,Yes
Corner Market,420,Medford St,420 Medford St,Somerville,MA,2145,MIDDLESEX,CS,Yes
UNION MART,420,UNION STREET,420 UNION STREET,WESTFIELD,MA,1085,HAMPDEN,CS,Yes
BIG TOWN PANTRY,420,FRANKLIN ST,420 FRANKLIN ST,FRAMINGHAM,MA,1702,MIDDLESEX,CS,Yes
CUMBERLAND FARMS 2315,420,ROUTE 134,420 ROUTE 134,SOUTH DENNIS,MA,2660,BARNSTABLE,CS,Yes
Target 1516,423,Donald Lynch Blvd,423 Donald Lynch Blvd,Marlborough,MA,1752,MIDDLESEX,SS,Yes
CVS PHARMACY 979,423,WEST BROADWAY,423 WEST BROADWAY,SOUTH BOSTON,MA,2127,SUFFOLK,CO,Yes
BAZAAR ON CAMBRIDGE STREET,424,CAMBRIDGE ST,424 CAMBRIDGE ST,ALLSTON,MA,2134,SUFFOLK,LG,Yes
ANDY'S MARKET INC,425,NATHAN ELLIS HIGHWAY,425 NATHAN ELLIS HIGHWAY,MASHPEE,MA,2649,BARNSTABLE,CO,Yes
AMERICAN GROCERY,426,MAIN ST,426 MAIN ST,HAVERHILL,MA,1830,ESSEX,CS,Yes
BIG G MINI MART,426,EAST RIVER ST,426 EAST RIVER ST,ORANGE,MA,1364,FRANKLIN,CS,Yes
TOWN FOOD MART,426,BAY ST,426 BAY ST,TAUNTON,MA,2780,BRISTOL,CS,Yes
WHITE HEN PANTRY #1-0305-1,426,MAIN ST,426 MAIN ST,HYANNIS,MA,2601,BARNSTABLE,CS,Yes
CVS PHARMACY 1889,427,WASHINGTON STREET,427 WASHINGTON STREET,BRIGHTON,MA,2135,SUFFOLK,CO,Yes
BUTCHERIE,428,HARVARD ST,428 HARVARD ST,BROOKLINE,MA,2446,NORFOLK,SM,Yes
BOSTON RD GULF,429,BOSTON RD,429 BOSTON RD,SPRINGFIELD,MA,1109,HAMPDEN,CS,Yes
ROSA SUPERMARKET,430,Geneva Ave,430 Geneva Ave,DORCHESTER,MA,2122,SUFFOLK,MG,Yes
Randy Market,430,Bridge St,430 Bridge St,Lowell,MA,1850,MIDDLESEX,CS,Yes
SHAW'S SUPERMARKET 7409/110,430,LIBERTY ST,430 LIBERTY ST,HANSON,MA,2341,PLYMOUTH,SS,Yes
MACEDO FISH MARKET,431,CENTRAL STREET,431 CENTRAL STREET,LOWELL,MA,1852,MIDDLESEX,SG,Yes
STORE 24 22,431,WAVERLY STREET,431 WAVERLY STREET,FRAMINGHAM,MA,1701,MIDDLESEX,CS,Yes
CASTLE WAY MARKET,432,MECHANIC ST,432 MECHANIC ST,FITCHBURG,MA,1420,WORCESTER,CS,Yes
LYNN MEATLAND INC,433,EASTERN AVE,433 EASTERN AVE,LYNN,MA,1902,ESSEX,MG,Yes
BIG Y STORE #19,433,CENTER ST,433 CENTER ST,LUDLOW,MA,1056,HAMPDEN,SS,Yes
HONEY FARM 33,433,PARK AVENUE,433 PARK AVENUE,WORCESTER,MA,1601,WORCESTER,MG,Yes
MAURICIO'S MARKET,433,BELLEVILLE AVE,433 BELLEVILLE AVE,NEW BEDFORD,MA,2746,BRISTOL,CS,Yes
Tan Thanh Market,434,Broadway,434 Broadway,Chelsea,MA,2150,SUFFOLK,MG,Yes
Vange Variety,434,Blue Hill Ave,434 Blue Hill Ave,Dorchester,MA,2121,SUFFOLK,SG,Yes
HANNAFORD SUPERMARKET 22,434,WALPOLE STREET,434 WALPOLE STREET,NORWOOD,MA,2062,NORFOLK,SS,Yes
APPLETON MARKET,435,APPLETON STREET,435 APPLETON STREET,HOLYOKE,MA,1040,HAMPDEN,SG,Yes
CVS PHARMACY 1873,435,WEST CENTRAL STREET,435 WEST CENTRAL STREET,FRANKLIN,MA,2038,NORFOLK,CO,Yes
APPLETREE MARKET INC,436,BOSTON RD,436 BOSTON RD,SPRINGFIELD,MA,1109,HAMPDEN,CS,Yes
CVS PHARAMCY 51,436,JOHN FITCH HIGHWAY,436 JOHN FITCH HIGHWAY,FITCHBURG,MA,1420,WORCESTER,CO,Yes
STORE 24 36,436,CHELMSFORD,436 CHELMSFORD,LOWELL,MA,1851,MIDDLESEX,CS,Yes
STOP & SHOP 098,438,DARTMOUTH STREET,438 DARTMOUTH STREET,NEW BEDFORD,MA,2742,BRISTOL,SM,Yes
STOP & SHOP 486,438,WEST GROVE STREET,438 WEST GROVE STREET,MIDDLEBORO,MA,2346,PLYMOUTH,SM,Yes
DAVEY'S SUPERMARKET,438,DUDLEY STREET,438 DUDLEY STREET,ROXBURY,MA,2119,SUFFOLK,CS,Yes
NUEVO CUBA SUPERMERCADO LLC,439,HIGH ST,439 HIGH ST,HOLYOKE,MA,1040,HAMPDEN,MG,Yes
SUDBURY FARMS 208,439,BOSTON POST ROAD,439 BOSTON POST ROAD,SUDBURY,MA,1776,MIDDLESEX,SS,Yes
DOLLAR TREE 1554,440,MIDDLESEX RD,440 MIDDLESEX RD,TYNGSBOROUGH,MA,1879,MIDDLESEX,CO,Yes
TRADER JOE'S 507,440,MIDDLESEX ROAD,440 MIDDLESEX ROAD,TYNGSBOROUGH,MA,1879,MIDDLESEX,SM,Yes
STOP & SHOP 095,440,RUSSELL STREET,440 RUSSELL STREET,HADLEY,MA,1035,HAMPSHIRE,SM,Yes
OLD BRICK STORE,440,MAIN STREET PO BOX 108,440 MAIN STREET PO BOX 108,WEST TOWNSEND,MA,1474,MIDDLESEX,CS,Yes
HI-LO SUPERMARKET,440,STAFFORD RD,440 STAFFORD RD,FALL RIVER,MA,2721,BRISTOL,SS,Yes
"CHRISTY'S #609, CAPE COD 609",441,MAIN STREET,441 MAIN STREET,WEST YARMOUTH,MA,2673,BARNSTABLE,CS,Yes
BIG Y STORE #14,441,NORTH MAIN ST,441 NORTH MAIN ST,E LONGMEADOW,MA,1028,HAMPDEN,SS,Yes
RAPOSO'S MARKET,441,OSBORN ST,441 OSBORN ST,FALL RIVER,MA,2724,BRISTOL,CS,Yes
LI'L PEACH 413,443,CRESCENT STREET,443 CRESCENT STREET,BROCKTON,MA,2302,PLYMOUTH,CS,Yes
7-ELEVEN 25933D,444,MAIN ST  RT 28,444 MAIN ST  RT 28,W YARMOUTH,MA,2673,BARNSTABLE,CS,Yes
TEDESCHIS 342,446,EAST ASHLAND ST,446 EAST ASHLAND ST,BROCKTON,MA,2302,PLYMOUTH,CS,Yes
LINCOLN STREET EXXON,446,LINCOLN STREET,446 LINCOLN STREET,WORCESTER,MA,1605,WORCESTER,CS,Yes
DOLLAR X,447,Sumner Ave,447 Sumner Ave,Springfield,MA,1108,HAMPDEN,CS,Yes
STAR MARKET # 7562/503 7562,448,WASHINGTON ST,448 WASHINGTON ST,WELLESLEY,MA,2481,NORFOLK,SS,Yes
7 Eleven 22402E,450,Cooley St,450 Cooley St,Springfield,MA,1128,HAMPDEN,CO,Yes
WALGREENS 1862,450,PARADISE ROAD,450 PARADISE ROAD,SWAMPSCOTT,MA,1907,ESSEX,CO,Yes
TEDESCHI FOOD SHOPS 33,450,ASHLEY BLVD,450 ASHLEY BLVD,NEW BEDFORD,MA,2745,BRISTOL,CS,Yes
SAVE-A-LOT LTD 820,450,JOHN FITCH HIGHWAY,450 JOHN FITCH HIGHWAY,FITCHBURG,MA,1420,WORCESTER,SM,Yes
WALMART 2640,450,HIGHLAND AVE,450 HIGHLAND AVE,SALEM,MA,1970,ESSEX,SM,Yes
EZ FOOD SHOP,451,CHESTNUT ST,451 CHESTNUT ST,LYNN,MA,1902,ESSEX,CS,Yes
NAVARRETE GROCERY,451,COLUMBIA RD,451 COLUMBIA RD,DORCHESTER,MA,2125,SUFFOLK,SG,Yes
CVS PHARMACY 315,451,CENTER STREET,451 CENTER STREET,LUDLOW,MA,1056,HAMPDEN,CO,Yes
SAVE-A-LOT LTD 801,452,MOUNT PLEASSNT STREET,452 MOUNT PLEASSNT STREET,NEW BEDFORD,MA,2746,BRISTOL,SM,Yes
ESSEX FARMS CONVENIENT STORE,453,CHATHAM STREET,453 CHATHAM STREET,LYNN,MA,1902,ESSEX,MG,Yes
PLUMTREE MARKET,454,PLUMTREE RD,454 PLUMTREE RD,SPRINGFIELD,MA,1118,HAMPDEN,CO,Yes
Linden Convenience Plus,455,Lynn St,455 Lynn St,Malden,MA,2148,MIDDLESEX,CS,Yes
BROOKS PHARMACY 849,455,MAIN ST,455 MAIN ST,SOUTHBRIDGE,MA,1550,WORCESTER,CO,Yes
PRICERITE OF PITTSFIELD,457,DALTON AVE,457 DALTON AVE,PITTSFIELD,MA,1201,BERKSHIRE,SS,Yes
HANKS VARIETY,457,GRANBY RD,457 GRANBY RD,CHICOPEE,MA,1013,HAMPDEN,CS,Yes
SUPER MERCADO LATINO,458,BROADWAY,458 BROADWAY,EVERETT,MA,2149,MIDDLESEX,CS,Yes
PAGE'S GROCERY & LIQUORS INC,458,PEARL STREET,458 PEARL STREET,STOUGHTON,MA,2072,NORFOLK,CS,Yes
SAVE-A-LOT LTD 806,459,MAIN STREET,459 MAIN STREET,INDIAN ORCHARD,MA,1151,HAMPDEN,SM,Yes
QUISQUELLA MARKET,460,HAMPSHIRE ST,460 HAMPSHIRE ST,LAWRENCE,MA,1841,ESSEX,CS,Yes
SUPER STOP & SHOP 459,460,BLUE HILL AVE,460 BLUE HILL AVE,ROXBURY,MA,2122,SUFFOLK,SM,Yes
Coggshall Food Market,461,Coggshall St,461 Coggshall St,New Bedford,MA,2746,BRISTOL,CS,Yes
CAROLINA CONVENIENCE STORE,462,PROSPECT ST,462 PROSPECT ST,METHUEN,MA,1844,ESSEX,CS,Yes
White Hen Pantry 1-0306-3,462,Washington St,462 Washington St,Brighton,MA,2135,SUFFOLK,CS,Yes
M&M VARIETY,465,MERIDIAN,465 MERIDIAN,EAST BOSTON,MA,2128,SUFFOLK,CS,Yes
Vasquez Grocery Store,466,Talbot Ave,466 Talbot Ave,Dorchester,MA,2124,SUFFOLK,SG,Yes
HIGHLAND FARMS,466,CHICOPEE STREET,466 CHICOPEE STREET,CHICOPEE,MA,1013,HAMPDEN,CO,Yes
QUICK MART,466,BROCK AV,466 BROCK AV,NEW BEDFORD,MA,2744,BRISTOL,CS,Yes
CVS PHARMACY 2070,467,CENTER STREET,467 CENTER STREET,JAMAICA PLAIN,MA,2130,SUFFOLK,CO,Yes
SUPER STOP & SHOP 432,467,PLEASANT STREET,467 PLEASANT STREET,ATTELBORO,MA,2703,BRISTOL,SM,Yes
BROOKS PHARMACY 553,467,SALEM ST,467 SALEM ST,MEDFORD,MA,2155,MIDDLESEX,CO,Yes
BROOKS PHARMACY 564,467,BROADWAY,467 BROADWAY,REVERE,MA,2151,SUFFOLK,CO,Yes
THE BROADWAY MARKET PLACE,468,BROADWAY,468 BROADWAY,CAMBRIDGE,MA,2139,MIDDLESEX,SM,Yes
CVS PHARMACY 2592,468,BLUE HILL AVE,468 BLUE HILL AVE,BOSTON,MA,2121,SUFFOLK,CO,Yes
SUPER STOP & SHOP 28,468,WASHINGTON ST,468 WASHINGTON ST,NORWELL,MA,2061,PLYMOUTH,SM,Yes
SALEM FOOD CORP,468,MOODY STREET,468 MOODY STREET,WALTHAM,MA,2454,MIDDLESEX,SG,Yes
STOP & SHOP 61,470,NORTH MAIN STREET,470 NORTH MAIN STREET,EAST LONGMEADOW,MA,1028,HAMPDEN,SM,Yes
HIBA FOOD MART,471,COOLEY ST,471 COOLEY ST,SPRINGFIELD,MA,1128,HAMPDEN,CS,Yes
FOODMASTER SUPERMARKET #3 03,471,SALEM STREET,471 SALEM STREET,MEDFORD,MA,2155,MIDDLESEX,SS,Yes
CVS PHARMACY 1249,471,LIBERTY STREET,471 LIBERTY STREET,HANSON,MA,2341,PLYMOUTH,CO,Yes
WALGREENS 10319,472,LINCOLN ST,472 LINCOLN ST,WORCESTER,MA,1605,WORCESTER,CO,Yes
7-ELEVEN 33568A,473,WEST BROADWAY,473 WEST BROADWAY,BOSTON,MA,2127,SUFFOLK,CS,Yes
EL RINCON SUPERMARKET,473,HAVERHILL ST,473 HAVERHILL ST,LAWRENCE,MA,1841,ESSEX,MG,Yes
STOP & SHOP 2422,474,STATION AVE,474 STATION AVE,S YARMOUTH,MA,2664,BARNSTABLE,SM,Yes
CVS PHARMACY 43,474,WASHINGTON STREET,474 WASHINGTON STREET,WEYMOUTH,MA,2188,NORFOLK,CO,Yes
HANNAFORD SUPERMARKET 18,475,HANCOCK STREET,475 HANCOCK STREET,NORTH QUINCY,MA,2171,NORFOLK,SS,Yes
SUPER STOP & SHOP 444,475,BEDFORD ST,475 BEDFORD ST,WHITMAN,MA,2382,PLYMOUTH,SM,Yes
BIG Y WORLD CLASS MARKET,475,EAST MAIN ST,475 EAST MAIN ST,WESTFIELD,MA,1085,HAMPDEN,SS,Yes
Smileys Handy Variety,477,Boston Rd,477 Boston Rd,Springfield,MA,1109,HAMPDEN,CS,Yes
PARK AVENUE CONVENIENCE,477,PARK AV,477 PARK AV,WORCESTER,MA,1610,WORCESTER,CS,Yes
La Economia Meat Market,478,Haverhill St,478 Haverhill St,Lawrence,MA,1841,ESSEX,SG,Yes
D & S MINI MARKET II,478,KEMPTON STREET,478 KEMPTON STREET,NEW BEDFORD,MA,2740,BRISTOL,CS,Yes
